GENE             CHR      START       STOP  NSNPS  NPARAM        N        ZSTAT            P
PLA2G4C           19   48551100   48614109     12       8  1740000     -0.98064      0.83661
LIG1              19   48618702   48673852      7       5  1740000      0.41933      0.33749
CARD8             19   48711343   48759203      7       2  1740000     -0.94665      0.82809
ZNF114            19   48774354   48790863      4       2  1740000     -0.05722      0.52282
CCDC114           19   48799709   48825191      8       5  1740000    -0.087172      0.53473
EMP3              19   48828629   48833810      2       1  1740000     -0.40482       0.6572
TMEM143           19   48835613   48867489      8       5  1740000     -0.79821      0.78763
SYNGR4            19   48867559   48879634      6       4  1740000      0.13798      0.44513
KDELR1            19   48885827   48894810      4       2  1740000    -0.010677      0.50426
GRIN2D            19   48898132   48948188      2       1  1740000       1.2478      0.10605
GRWD1             19   48949030   48957164      2       1  1740000       1.2478      0.10605
KCNJ14            19   48958964   48969367      5       3  1740000       1.1451      0.12608
CYTH2             19   48972465   48985571      4       2  1740000      0.14446      0.44257
LMTK3             19   48988528   49016446      2       1  1740000     -0.88692      0.81244
SULT2B1           19   49055429   49102684      7       5  1740000      0.69973      0.24205
FAM83E            19   49103857   49118098     10       7  1740000      0.40735      0.34188
SPACA4            19   49110000   49110971      9       6  1740000      0.70899      0.23916
RPL18             19   49118584   49122675      8       5  1740000      0.42855      0.33413
SPHK2             19   49122548   49133974     13       9  1740000     -0.13604      0.55411
DBP               19   49133817   49140639      7       5  1740000     -0.23385      0.59245
CA11              19   49141272   49149451      5       3  1740000      -0.7916       0.7857
NTN5              19   49164664   49176264      3       2  1740000      -2.1122      0.98267
FUT2              19   49199228   49209191     10       3  1740000       1.2067      0.11376
MAMSTR            19   49215999   49222976     16       6  1740000      0.90744      0.18209
RASIP1            19   49223842   49244136     14       7  1740000     0.086032      0.46572
IZUMO1            19   49244073   49250831      6       4  1740000       1.1644      0.12213
FUT1              19   49251268   49258647      6       4  1740000       1.1644      0.12213
FGF21             19   49258816   49261587      2       1  1740000       2.1124     0.017328
BCAT2             19   49298319   49314320      3       2  1740000       1.7548     0.039651
HSD17B14          19   49316274   49339935     11       8  1740000      0.69655      0.24304
PLEKHA4           19   49340349   49371884     26      14  1740000     -0.62977      0.73558
PPP1R15A          19   49375649   49379319     18       9  1740000     -0.21399      0.58472
TULP2             19   49384222   49401996     23      12  1740000      0.44895      0.32673
NUCB1             19   49403307   49426540      8       5  1740000      0.65797      0.25528
DHDH              19   49436939   49448226      9       5  1740000      0.30176      0.38142
GYS1              19   49471382   49496610      1       1  1740000      0.79778       0.2125
RUVBL2            19   49496738   49519183      2       1  1740000       1.0026      0.15803
LHB               19   49519237   49520350      2       1  1740000       1.0026      0.15803
CGB               19   49526126   49527632      1       1  1740000       1.3046      0.09601
CGB7              19   49557531   49561603      2       1  1740000      0.35311        0.362
NTF4              19   49564323   49568333      4       2  1740000      0.12364       0.4508
KCNA7             19   49570675   49576198      4       2  1740000      0.12364       0.4508
LIN7B             19   49617618   49621717      2       1  1740000      -0.1961      0.57773
C19ORF73          19   49621654   49622397      2       1  1740000      -0.1961      0.57773
PPFIA3            19   49622646   49654287     11       7  1740000     -0.06682      0.52664
HRC               19   49654455   49658686      9       5  1740000     0.089641      0.46429
TRPM4             19   49661016   49715098     19      12  1740000      -1.2947      0.90229
SLC6A16           19   49792889   49828521      8       5  1740000      -1.4738      0.92973
CD37              19   49838632   49843863      3       2  1740000     0.042933      0.48288
TEAD2             19   49843852   49865714      4       2  1740000    -0.065968       0.5263
DKKL1             19   49866466   49878373      6       3  1740000      0.31905      0.37484
CCDC155           19   49891475   49921256     11       8  1740000        0.364      0.35793
PTH2              19   49925671   49926698      8       5  1740000    -0.046189      0.51842
GFY               19   49929688   49932075      8       5  1740000    -0.046189      0.51842
SLC17A7           19   49932655   49945617     11       6  1740000     -0.30974      0.62162
PIH1D1            19   49949550   49955266      8       5  1740000      -1.0613      0.85573
ALDH16A1          19   49956473   49974305     15       9  1740000      0.67636      0.24941
FLT3LG            19   49977455   49989491      7       5  1740000       1.9511     0.025524
RPL13A            19   49990811   49995565      2       1  1740000       1.6939     0.045147
RPS11             19   49999622   50002969      2       1  1740000       1.6939     0.045147
FCGRT             19   50015536   50029685      4       2  1740000       0.3111      0.37786
RCN3              19   50030875   50046891      7       4  1740000       1.9572     0.025164
NOSIP             19   50058725   50083845      4       2  1740000     -0.67142      0.74902
PRRG2             19   50084574   50094272     11       8  1740000      -1.5336      0.93743
PRR12             19   50094912   50129696     12       9  1740000      -1.5437      0.93867
RRAS              19   50138552   50143400      3       2  1740000     -0.35366       0.6382
SCAF1             19   50145382   50161906     12       9  1740000     -0.33637       0.6317
IRF3              19   50162826   50169132      9       6  1740000    -0.091991      0.53665
BCL2L12           19   50168399   50177173      5       3  1740000      -1.0436      0.85165
PRMT1             19   50180409   50191707      2       1  1740000      0.71539      0.23718
ADM5              19   50191942   50194247      3       2  1740000       1.1875      0.11751
CPT1C             19   50194363   50216988      8       6  1740000        1.506     0.066031
TSKS              19   50243011   50266587      6       3  1740000      0.68964      0.24521
AP2A1             19   50270180   50310369      3       2  1740000       1.4733     0.070341
FUZ               19   50310123   50316567      2       1  1740000    -0.037943      0.51513
MED25             19   50321319   50340237      2       1  1740000       1.2678      0.10243
PTOV1             19   50353667   50363999      4       2  1740000     -0.94927      0.82876
PNKP              19   50364460   50370840      7       5  1740000      0.58194       0.2803
AKT1S1            19   50372290   50381613     10       6  1740000       1.4313     0.076178
TBC1D17           19   50380682   50392007     10       6  1740000       1.6448     0.050005
IL4I1             19   50392911   50432796     12       8  1740000       1.2388       0.1077
NUP62             19   50410082   50432988      5       3  1740000      0.72599      0.23392
ATF5              19   50431959   50437193      1       1  1740000       1.4745      0.07018
SIGLEC11          19   50452250   50464439      1       1  1740000      0.22549       0.4108
VRK3              19   50479724   50529274      1       1  1740000     -0.31548       0.6238
ZNF473            19   50528786   50552033      6       4  1740000    -0.099038      0.53945
IZUMO2            19   50655805   50666538      2       1  1740000      -1.0513      0.85344
MYH14             19   50706885   50813801     10       7  1740000     -0.90323       0.8168
KCNC3             19   50818765   50832634      1       1  1740000       1.5472      0.06091
NAPSA             19   50861734   50868931      4       2  1740000       1.2333      0.10873
NR1H2             19   50879680   50886285      1       1  1740000       -1.027       0.8478
POLD1             19   50887531   50921275     13       9  1740000     0.088161      0.46487
SPIB              19   50922195   50934310      8       5  1740000       1.6046     0.054295
MYBPC2            19   50936160   50969583     22      14  1740000     -0.21956      0.58689
FAM71E1           19   50970045   50980085      5       3  1740000     -0.98841      0.83852
EMC10             19   50979736   50986608      3       2  1740000      0.05174      0.47937
JOSD2             19   51009254   51014612      4       2  1740000      -0.2224        0.588
ASPDH             19   51014857   51018689      4       2  1740000      -0.2224        0.588
LRRC4B            19   51020149   51071302      5       3  1740000    -0.096977      0.53863
C19ORF81          19   51152702   51162567      9       6  1740000      -1.6237      0.94778
SHANK1            19   51163052   51220195     10       7  1740000      -1.5459      0.93894
CLEC11A           19   51226588   51228981      1       1  1740000      0.23527        0.407
GPR32             19   51273721   51274989      1       1  1740000     -0.48567       0.6864
ACPT              19   51293672   51298481      6       2  1740000       0.6776      0.24901
C19ORF48          19   51300961   51307974      6       2  1740000       0.6776      0.24901
KLK1              19   51322402   51327043      5       3  1740000     -0.88394      0.81163
KLK15             19   51328545   51334779      6       4  1740000     -0.87776      0.80996
KLK3              19   51358171   51364020      7       3  1740000     0.053286      0.47875
KLK2              19   51376689   51383823      4       2  1740000     -0.27123      0.60689
KLK4              19   51409608   51413994      3       2  1740000       2.3304    0.0098916
KLK5              19   51446559   51456344      6       4  1740000      -2.3934      0.99165
KLK6              19   51461887   51472929      9       6  1740000      -1.8607       0.9686
KLK7              19   51479735   51487320      2       1  1740000     -0.44631      0.67231
KLK8              19   51499264   51504958      4       2  1740000     -0.38377      0.64942
KLK9              19   51505769   51512890      8       5  1740000      0.91423       0.1803
KLK10             19   51516000   51523431     13       9  1740000     -0.47015      0.68088
KLK11             19   51525487   51531290     15      10  1740000    -0.020304       0.5081
KLK12             19   51532348   51538486     11       8  1740000      -1.3629      0.91354
KLK13             19   51559021   51568367      2       1  1740000      0.42629      0.33495
KLK14             19   51581154   51587502      9       6  1740000        1.605     0.054243
CTU1              19   51600863   51611647      3       2  1740000       1.3751     0.084555
SIGLEC9           19   51628137   51639520      6       4  1740000     -0.97384      0.83493
SIGLEC7           19   51645558   51656783      2       1  1740000     -0.17036      0.56764
CD33              19   51728335   51743274      7       4  1740000       1.0068      0.15701
SIGLECL1          19   51754332   51772582      2       1  1740000        2.253     0.012128
VSIG10L           19   51834795   51845378      4       2  1740000      0.65198      0.25721
ETFB              19   51848409   51869672     12       7  1740000     -0.46233      0.67808
CLDND2            19   51870352   51872498      4       2  1740000     -0.92297      0.82199
NKG7              19   51874874   51875976      5       3  1740000     0.050511      0.47986
LIM2              19   51883163   51891210      2       1  1740000      0.96432      0.16744
C19ORF84          19   51891543   51893828      1       1  1740000       1.4486      0.07373
SIGLEC8           19   51954251   51961708      3       2  1740000     -0.26938      0.60618
CEACAM18          19   51981897   51993859     13       7  1740000      0.15453       0.4386
SIGLEC12          19   51994613   52005043     15       8  1740000     -0.11716      0.54663
SIGLEC6           19   52020951   52035110      7       5  1740000     -0.66544      0.74711
ZNF175            19   52074531   52092991      5       3  1740000     -0.13837      0.55503
SIGLEC5           19   52114756   52133727      3       2  1740000      0.25287      0.40018
HAS1              19   52216365   52227239      5       3  1740000      -0.1794      0.57119
FPR1              19   52249023   52255150      6       4  1740000     -0.10005      0.53985
FPR2              19   52264453   52273779      2       1  1740000      0.87131      0.19179
FPR3              19   52298411   52329334      2       1  1740000      0.68822      0.24566
ZNF577            19   52359056   52391229      8       3  1740000      0.87636      0.19042
ZNF649            19   52392488   52408305      2       1  1740000       0.5117      0.30443
ZNF613            19   52430688   52449011      2       1  1740000      -1.8718      0.96939
ZNF350            19   52467593   52490079     13       6  1740000       2.3949    0.0083124
ZNF615            19   52494587   52511494     11       5  1740000       3.0374    0.0011932
ZNF614            19   52516577   52531680     11       7  1740000       1.4592     0.072253
ZNF432            19   52536677   52552073      6       4  1740000      -1.4375      0.92472
ZNF841            19   52567719   52599021      4       2  1740000     -0.59986       0.7257
ZNF616            19   52616344   52643191      7       4  1740000       1.3228     0.092947
ZNF836            19   52658039   52674896      5       3  1740000       1.1423      0.12666
PPP2R1A           19   52693055   52729678      2       1  1740000      -1.3428      0.91033
ZNF766            19   52772824   52795979      3       2  1740000      -0.8591      0.80486
ZNF480            19   52800426   52829180      5       3  1740000     -0.49672      0.69031
ZNF610            19   52839498   52870376      9       6  1740000      0.83962      0.20056
ZNF880            19   52873170   52889048     14       8  1740000     -0.02607       0.5104
ZNF528            19   52900771   52921661      8       5  1740000      -1.2873      0.90101
ZNF534            19   52932394   52942720      5       1  1740000      0.35567      0.36104
ZNF578            19   52956829   53020131      5       2  1740000      0.27553      0.39146
ZNF808            19   53030905   53059502      2       1  1740000     -0.76314      0.77731
ZNF701            19   53073526   53090427      5       3  1740000       2.2987      0.01076
ZNF83             19   53115617   53193834      6       4  1740000     -0.17531      0.56958
ZNF611            19   53206066   53238307      1       1  1740000     -0.14767       0.5587
ZNF600            19   53268747   53290034      4       2  1740000     0.030652      0.48777
ZNF28             19   53300661   53324922      1       1  1740000      -1.5514       0.9396
ZNF468            19   53341785   53360902      2       1  1740000     -0.44225      0.67085
ZNF320            19   53379425   53394599      2       1  1740000      0.58081      0.28069
ZNF816-ZNF321P    19   53430388   53466164      6       4  1740000     -0.17693      0.57022
ZNF816            19   53452632   53466164      5       3  1740000       0.1662        0.434
ERVV-2            19   53547991   53554380      2       1  1740000      0.64184      0.26049
ZNF160            19   53569181   53606690     14       9  1740000       1.4934     0.067666
ZNF415            19   53611132   53636173     10       6  1740000       1.4647     0.071505
ZNF347            19   53641553   53662322      8       4  1740000    -0.088329      0.53519
ZNF665            19   53666552   53696619      5       3  1740000     -0.54681      0.70775
ZNF677            19   53738638   53758219      3       2  1740000       0.2645       0.3957
VN1R2             19   53761545   53762855      3       2  1740000       1.1507      0.12493
VN1R4             19   53770013   53770918      3       2  1740000       1.1507      0.12493
BIRC8             19   53792854   53794875      6       3  1740000       1.9241     0.027174
ZNF845            19   53837002   53858122      1       1  1740000     -0.26943       0.6062
ZNF765            19   53898397   53915262      4       2  1740000      0.84034      0.20036
ZNF813            19   53970989   53997546      3       2  1740000     -0.50263      0.69239
ZNF331            19   54024177   54083523      2       1  1740000      0.71497      0.23731
NLRP12            19   54296838   54327657     14      10  1740000      -1.6619      0.95174
MYADM             19   54369611   54379689      1       1  1740000     -0.34646       0.6355
PRKCG             19   54385467   54410906      2       1  1740000     0.055268      0.47796
CACNG7            19   54412704   54447195      1       1  1740000      0.60226       0.2735
VSTM1             19   54544079   54567207      6       4  1740000       -1.147      0.87431
TARM1             19   54573149   54584634      6       3  1740000      -1.1187      0.86837
OSCAR             19   54597933   54604159      2       1  1740000      0.40685      0.34206
NDUFA3            19   54606160   54610281      2       1  1740000      0.40685      0.34206
TFPT              19   54610320   54619055      2       1  1740000      0.67718      0.24915
PRPF31            19   54618790   54635150      1       1  1740000     0.097411       0.4612
CNOT3             19   54641436   54659446      8       5  1740000      0.83225      0.20263
LENG1             19   54659377   54663446      8       5  1740000      0.57063      0.28413
TMC4              19   54663833   54676944      8       5  1740000      0.60783      0.27165
MBOAT7            19   54677106   54693733      5       3  1740000      -1.2072      0.88633
TSEN34            19   54694112   54698394      2       1  1740000     -0.46859      0.68032
RPS9              19   54704608   54711515      2       1  1740000     -0.46859      0.68032
LILRB5            19   54754270   54761167      5       3  1740000     -0.43209      0.66716
LILRB2            19   54777675   54785033      1       1  1740000       -2.308       0.9895
LILRA5            19   54818353   54824409      1       1  1740000      0.50466       0.3069
LILRA4            19   54844473   54850421      5       3  1740000      -1.7027      0.95569
LAIR1             19   54865235   54882241      3       1  1740000      0.38299      0.35086
TTYH1             19   54926605   54947899      5       3  1740000      -0.0933      0.53717
LENG8             19   54959605   54973196     14       8  1740000     0.090476      0.46395
LENG9             19   54972976   54974894     13       8  1740000      0.16006      0.43642
CDC42EP5          19   54976210   54984422     12       8  1740000      0.35114      0.36274
LAIR2             19   55014013   55021900      4       2  1740000      -0.9778      0.83591
LILRA2            19   55084469   55099027      5       3  1740000       0.3372      0.36798
LILRA1            19   55105041   55113846      3       2  1740000      0.64955      0.25799
LILRB1            19   55128384   55149007      3       1  1740000   -0.0005084       0.5002
LILRB4            19   55174271   55181810      4       2  1740000       1.1376      0.12764
KIR3DL3           19   55235984   55248003      1       1  1740000      -1.1179       0.8682
KIR2DL4           19   55304500   55325972      2       1  1740000     -0.12847      0.55111
KIR3DL1           19   55327893   55342233      2       1  1740000     -0.12847      0.55111
FCAR              19   55385549   55401839      2       1  1740000     0.093321      0.46282
NCR1              19   55417504   55424454      1       1  1740000      0.53276       0.2971
NLRP7             19   55434857   55477611      9       6  1740000      0.73227        0.232
NLRP2             19   55476652   55512510     11       8  1740000       1.0779      0.14053
GP6               19   55525073   55549632     10       5  1740000       1.7117     0.043479
RDH13             19   55555684   55580914      5       3  1740000      0.78375      0.21659
EPS8L1            19   55587221   55599291      5       3  1740000      0.39739      0.34554
PPP1R12C          19   55602281   55628968      6       4  1740000      0.78005      0.21768
TNNT1             19   55644161   55660752      5       3  1740000      0.19802      0.42152
TNNI3             19   55663135   55669100     10       5  1740000       1.7352     0.041351
DNAAF3            19   55670029   55678090     12       7  1740000       2.2069      0.01366
SYT5              19   55682571   55691809     14       8  1740000       1.9415     0.026099
PTPRH             19   55692615   55720874     26      19  1740000      0.62994      0.26437
TMEM86B           19   55738002   55740632      6       4  1740000        1.125       0.1303
PPP6R1            19   55741147   55770038     13       9  1740000      0.34446      0.36525
HSPBP1            19   55773591   55791751      1       1  1740000      -1.4132       0.9212
BRSK1             19   55793440   55823930      7       4  1740000      0.66289       0.2537
TMEM150B          19   55823653   55845416      8       5  1740000      0.47466      0.31751
SUV420H2          19   55851221   55859489      2       1  1740000      -1.0141      0.84473
COX6B2            19   55861070   55866182     16       9  1740000      0.37176      0.35504
FAM71E2           19   55866276   55874620     17       9  1740000      0.78681       0.2157
IL11              19   55875750   55881831     18      10  1740000      0.71307       0.2379
TMEM190           19   55888204   55889612      5       3  1740000      0.50941      0.30523
TMEM238           19   55890612   55895627      4       2  1740000     0.039901      0.48409
RPL28             19   55897300   55914616      4       2  1740000     0.039901      0.48409
UBE2S             19   55912650   55919325      1       1  1740000       1.1077        0.134
SHISA7            19   55940105   55954230      1       1  1740000     0.016545       0.4934
ISOC2             19   55964345   55973070      1       1  1740000      0.48991       0.3121
ZNF628            19   55987699   55995854      7       4  1740000      0.74058      0.22947
NAT14             19   55996557   55998935      7       4  1740000      0.74058      0.22947
SSC5D             19   55999870   56030466     16       9  1740000      0.31504      0.37637
SBK2              19   56040780   56048435      8       5  1740000     -0.83662       0.7986
SBK3              19   56052023   56056909      8       5  1740000     -0.83662       0.7986
FIZ1              19   56102737   56110893      1       1  1740000       3.4968    0.0002354
ZNF524            19   56111730   56114504      1       1  1740000       3.4968    0.0002354
ZNF865            19   56114880   56129911      1       1  1740000       3.4968    0.0002354
ZNF580            19   56146361   56154836      3       2  1740000       0.5311      0.29767
ZNF581            19   56154986   56156989      3       2  1740000       0.5311      0.29767
CCDC106           19   56158934   56164527      3       2  1740000       0.5311      0.29767
U2AF2             19   56165416   56186082      5       3  1740000     0.037687      0.48497
EPN1              19   56186561   56207141      4       2  1740000      -1.8086      0.96475
NLRP9             19   56219798   56249768      7       5  1740000      0.07479      0.47019
NLRP11            19   56296763   56348128      9       6  1740000      -1.0569      0.85473
NLRP4             19   56347944   56393221     13       9  1740000    -0.019781      0.50789
NLRP13            19   56403058   56443702     10       7  1740000     -0.98424       0.8375
NLRP8             19   56459198   56499995     19      12  1740000       1.7262     0.042154
NLRP5             19   56511092   56573176     13       9  1740000      0.56876      0.28476
ZNF787            19   56598732   56632649      1       1  1740000      0.80955       0.2091
ZNF444            19   56652320   56672262      1       1  1740000     0.072254       0.4712
GALP              19   56687389   56697144      7       4  1740000       -1.126      0.86992
ZSCAN5B           19   56701058   56709207      7       4  1740000       -1.126      0.86992
ZSCAN5A           19   56732672   56826208      5       3  1740000       3.2348    0.0006087
LOC100506374      19   56784111   56821823      1       1  1740000       2.8579     0.002132
ZNF582            19   56886595   56904970      1       1  1740000      -1.6798       0.9535
ZNF583            19   56915383   56936400      1       1  1740000     0.020807       0.4917
ZNF667            19   56950693   56988770      6       3  1740000      0.44112      0.32956
ZNF471            19   57019212   57041581      4       2  1740000     -0.23484      0.59283
ZFP28             19   57050317   57068170      6       4  1740000      0.84179      0.19995
ZNF470            19   57078401   57099965      5       3  1740000      0.42474      0.33551
ZNF71             19   57106664   57135550      2       1  1740000      -1.5431       0.9386
SMIM17            19   57154527   57168614      3       2  1740000      0.41149      0.34036
ZNF835            19   57173729   57183151      3       2  1740000     -0.65467      0.74366
PEG3              19   57285730   57352121     20      15  1740000     -0.90433      0.81709
ZIM2              19   57285915   57352097     20      15  1740000     -0.90433      0.81709
USP29             19   57631509   57643294     14       7  1740000      0.30889       0.3787
ZIM3              19   57645464   57656570     14       7  1740000      0.30889       0.3787
DUXA              19   57663094   57678856      1       1  1740000      -1.6901       0.9545
ZNF264            19   57702868   57734214      6       3  1740000       -1.131      0.87096
AURKC             19   57741750   57746916      1       1  1740000      0.40103       0.3442
ZNF805            19   57752053   57774106      5       3  1740000      0.74045      0.22951
ZNF543            19   57831865   57842144      9       5  1740000      0.38478       0.3502
ZNF304            19   57862645   57871266      5       3  1740000     0.063013      0.47488
ZNF547            19   57874891   57890927     10       7  1740000       1.1087      0.13377
ZNF548            19   57901218   57913919      7       5  1740000       1.1111      0.13326
ZNF17             19   57922529   57933307      5       3  1740000       1.2719       0.1017
ZNF749            19   57946693   57957291      8       4  1740000       1.4399     0.074946
VN1R1             19   57966542   57968107      3       2  1740000       1.1913      0.11676
ZNF772            19   57980954   57988945      4       2  1740000      0.94156      0.17321
ZNF419            19   57999079   58006048      3       2  1740000     -0.38214      0.64882
ZNF773            19   58011222   58029772      5       2  1740000     -0.65403      0.74345
ZNF549            19   58038693   58052244     10       7  1740000     -0.44093      0.67037
ZNF550            19   58053204   58071231     11       8  1740000     -0.58638      0.72119
ZNF416            19   58082387   58090266      4       2  1740000      0.84957      0.19778
ZIK1              19   58095508   58105256      3       2  1740000      -1.4027      0.91964
ZNF530            19   58111253   58124090     16       9  1740000       -1.451       0.9266
ZNF134            19   58125830   58133636     14       8  1740000      -1.1637      0.87773
ZNF211            19   58144535   58155409      9       5  1740000      0.66315      0.25362
ZSCAN4            19   58180303   58190520      1       1  1740000     -0.74711       0.7725
ZNF551            19   58193337   58201179      1       1  1740000     -0.74711       0.7725
ZNF154            19   58208594   58220579      5       3  1740000     0.023198      0.49075
ZNF671            19   58231115   58238995      2       1  1740000      -1.4567       0.9274
ZNF776            19   58258164   58269527      1       1  1740000       -1.331       0.9084
ZNF586            19   58281020   58291984      1       1  1740000     -0.66289       0.7463
ZNF552            19   58318450   58326529      1       1  1740000     -0.21624       0.5856
ZNF587            19   58331011   58379953      4       2  1740000      0.63151      0.26385
ZNF587B           19   58341427   58357606      3       2  1740000      0.67146      0.25096
ZNF814            19   58380747   58400442      1       1  1740000       0.4278       0.3344
ZNF417            19   58417142   58427978      1       1  1740000      0.34992       0.3632
ZNF418            19   58433252   58446795      5       3  1740000     -0.80448      0.78944
ZNF256            19   58452201   58459077      4       2  1740000      -0.9594      0.83132
C19ORF18          19   58469805   58485902      3       2  1740000    -0.056789      0.52264
ZNF606            19   58488440   58514714      4       2  1740000     -0.23101      0.59135
ZSCAN1            19   58545434   58565999      4       2  1740000       1.3664     0.085903
ZNF135            19   58570607   58581123      5       3  1740000      0.89948       0.1842
ZSCAN18           19   58595204   58629793      4       2  1740000      0.41357      0.33959
ZNF329            19   58637695   58666477      3       2  1740000      0.68471      0.24676
ZNF274            19   58694356   58724928      7       4  1740000     -0.52341      0.69966
ZNF544            19   58739960   58788923     12       7  1740000     -0.11515      0.54584
ZNF8              19   58790314   58827023      9       6  1740000       1.3139     0.094438
ZSCAN22           19   58838385   58853712      5       3  1740000      0.32908      0.37105
A1BG              19   58858172   58864865      7       5  1740000      0.30012      0.38204
ZNF497            19   58865723   58874214     10       6  1740000      0.41032      0.34078
ZNF837            19   58878990   58892389      5       3  1740000       1.5053     0.066126
RPS5              19   58898636   58906171      3       2  1740000       2.2189     0.013247
RNF225            19   58907457   58908446      3       2  1740000       2.2189     0.013247
ZNF584            19   58919245   58929694      3       2  1740000     -0.40676      0.65791
ZNF132            19   58944181   58951589      4       2  1740000       3.2335   0.00061142
ZNF324B           19   58962971   58969199      2       1  1740000     -0.61593      0.73103
ZNF324            19   58978412   58984945      8       6  1740000      0.95341      0.17019
ZNF446            19   58985910   58992601      8       6  1740000      0.95341      0.17019
SLC27A5           19   59009700   59023432      8       5  1740000       1.2699      0.10205
ZBTB45            19   59024897   59031845      3       1  1740000       1.2672      0.10254
TRIM28            19   59055824   59062087      3       2  1740000     -0.64506      0.74055
CHMP2A            19   59062933   59066495      9       6  1740000      0.32405      0.37295
UBE2M             19   59067079   59070343      9       6  1740000      0.32405      0.37295
MZF1              19   59073284   59085757     10       7  1740000       0.8956      0.18523
DEFB125           20      68351      77296      2       1  1740000     -0.18578      0.57369
DEFB126           20     123194     126392      3       2  1740000      -1.0048       0.8425
DEFB127           20     138111     139804      3       1  1740000      -2.0878      0.98159
DEFB128           20     168527     170264      4       2  1740000     -0.98005      0.83647
DEFB129           20     207899     210527      3       2  1740000      0.77658       0.2187
DEFB132           20     238377     241737      4       2  1740000       0.2416      0.40455
C20ORF96          20     251504     271419      3       2  1740000      0.38851      0.34882
NRSN2             20     326789     335512      2       1  1740000      -1.0185      0.84578
TRIB3             20     356447     378203     15      11  1740000       1.0592      0.14476
RBCK1             20     388696     411610      2       1  1740000      0.19149      0.42407
TBC1D20           20     416124     443187      2       1  1740000     -0.93071        0.824
TCF15             20     584637     590910      1       1  1740000       1.8375      0.03307
SLC52A3           20     740724     756628      9       5  1740000      0.23436      0.40735
FAM110A           20     814354     826922      3       2  1740000     -0.53937      0.70519
ANGPT4            20     852763     896977      5       3  1740000      0.37577      0.35354
RSPO4             20     939095     982907      4       2  1740000      0.72442       0.2344
PSMF1             20    1093872    1149017      6       3  1740000     -0.98891      0.83865
TMEM74B           20    1161213    1166077      1       1  1740000       1.1221       0.1309
C20ORF202         20    1184098    1188918      1       1  1740000      0.26579       0.3952
RAD21L1           20    1206707    1235988      6       3  1740000      0.36154      0.35885
SNPH              20    1246948    1289971     11       7  1740000      -1.1755      0.88011
SDCBP2            20    1290553    1309879     11       7  1740000      -1.1755      0.88011
NSFL1C            20    1422807    1448345      2       1  1740000      0.97811      0.16401
SIRPB2            20    1455236    1472233      6       4  1740000     -0.77727       0.7815
SIRPD             20    1514897    1539489      4       2  1740000      0.38122      0.35152
SIRPB1            20    1545029    1600720      8       4  1740000       0.3163      0.37589
SIRPG             20    1609522    1638425      7       4  1740000     0.078457      0.46873
SIRPA             20    1874763    1920540      3       1  1740000      0.40462      0.34288
PDYN              20    1959402    1974931      1       1  1740000     -0.95456       0.8301
TGM3              20    2276613    2321725      5       3  1740000    0.0083773      0.49666
TGM6              20    2361554    2413399      4       2  1740000      0.41629       0.3386
ZNF343            20    2462463    2489778      6       4  1740000      0.54663      0.29232
TMC2              20    2517253    2622494      8       5  1740000     -0.19626       0.5778
NOP56             20    2633178    2639039      4       2  1740000      0.74981      0.22668
IDH3B             20    2639041    2644865      4       2  1740000      0.74981      0.22668
EBF4              20    2673524    2740754      1       1  1740000      0.40565       0.3425
CPXM1             20    2774715    2781292      6       4  1740000     0.096017      0.46175
C20ORF141         20    2795633    2796476      2       1  1740000      -1.1208      0.86882
TMEM239           20    2796585    2797804      2       1  1740000      -1.1208      0.86882
PCED1A            20    2815960    2821889      2       1  1740000    -0.023111      0.50922
VPS16             20    2821373    2847378     11       6  1740000      0.88803      0.18726
PTPRA             20    2844841    3019316     14       9  1740000       1.6376     0.050752
GNRH2             20    3024268    3026391      4       2  1740000       1.6185     0.052774
MRPS26            20    3026675    3028896      4       2  1740000       1.6185     0.052774
UBOX5             20    3088219    3140556      6       4  1740000      0.18404      0.42699
FASTKD5           20    3127165    3140532      5       3  1740000     -0.18298      0.57259
LZTS3             20    3143263    3154238      3       2  1740000     -0.74618      0.77222
DDRGK1            20    3171012    3185295      5       2  1740000      0.42554      0.33522
ITPA              20    3189514    3204516      9       5  1740000     -0.11392      0.54535
SLC4A11           20    3208063    3222109     10       7  1740000     -0.32424      0.62712
C20ORF194         20    3229948    3388587      8       5  1740000      0.21718      0.41403
ATRN              20    3451665    3631769      6       3  1740000     -0.50652      0.69375
GFRA4             20    3639939    3644046      5       3  1740000    -0.012828      0.50512
ADAM33            20    3648620    3662755     10       7  1740000     -0.86628      0.80683
SIGLEC1           20    3667617    3693213     16      10  1740000     -0.18956      0.57517
HSPA12B           20    3713317    3733758      5       3  1740000      0.47339      0.31797
C20ORF27          20    3734146    3749035      5       3  1740000      0.47339      0.31797
SPEF1             20    3758151    3762113      1       1  1740000      -1.3189       0.9064
CENPB             20    3764498    3767337      2       1  1740000      0.58729       0.2785
CDC25B            20    3767419    3786765      6       4  1740000       1.1649      0.12203
AP5S1             20    3801171    3805954      1       1  1740000     -0.31179       0.6224
MAVS              20    3827446    3856770      9       5  1740000      0.21028      0.41672
PANK2             20    3869486    3904538      3       2  1740000     -0.27806      0.60952
SMOX              20    4129426    4168394      1       1  1740000      0.75275       0.2258
ADRA1D            20    4201278    4229659      3       2  1740000      -1.3366      0.90933
